	tokenized	POS	lex
AR-130-89774	['في', 'الختام،']	['prep', 'noun_prop']	['فِي', 'الختام،']
AR-130-89774	['إذا', 'تعلم', 'الإنسان', 'استخدام', 'وقت', 'ه', 'ب', 'شكل', 'جيد', 'ف', 'س', 'تفيد', 'ه', 'هذه', 'الأمور', 'كثيرا', 'ل', 'أن', 'ها', 'تساعد', 'المجتمع', 'على', 'التطور', 'و', 'الازدهار.على', 'n', 'كل', 'ف', 'رد', 'مسؤولية', 'في', 'استخدام', 'هذه', 'الأمور', 'و', 'يجب', 'أن', 'نعلم', 'الآخرين', 'و', 'ننصح', 'هم', 'على', 'أن', 'يستفيدوا', 'من', 'هذه', 'البرامج', 'في', 'الحياة', 'ب', 'شكل', 'عام', 'و', 'لا', 'يدهروا', 'وقت', 'هم', 'على', 'أشياء', 'قد', 'تضرهم', '.']	['conj', 'verb', 'noun', 'noun', 'noun', 'abbrev', 'abbrev', 'noun', 'adj', 'abbrev', 'abbrev', 'verb', 'abbrev', 'pron_dem', 'noun', 'adv', 'prep', 'conj_sub', 'pron_dem', 'verb', 'noun', 'prep', 'noun', 'conj', 'noun_prop', 'noun', 'noun', 'abbrev', 'noun', 'noun', 'prep', 'noun', 'pron_dem', 'noun', 'conj', 'verb', 'conj_sub', 'verb', 'adj', 'conj', 'verb', 'pron', 'prep', 'conj_sub', 'verb', 'prep', 'pron_dem', 'noun', 'prep', 'noun', 'abbrev', 'noun', 'noun', 'conj', 'part_neg', 'noun_prop', 'noun', 'pron', 'prep', 'noun', 'part_verb', 'verb', 'punc']	['إِذا', 'عَلِم', 'إِنْسان', 'ٱِسْتِخْدام', 'وَقْت', 'ه', 'بِ', 'شَكْل', 'جَيِّد', 'فَ', 'س', 'أَفاد', 'ه', 'هٰذا', 'أَمْر', 'كَثِير', 'لِ', 'أَنَّ', 'ها', 'ساعَد', 'مُجْتَمَع', 'عَلَى', 'تَطَوُّر', 'وَ', 'الازدهار.علي', 'n', 'كُلّ', 'فَ', 'رَدّ', 'مَسْؤُولِيَّة', 'فِي', 'ٱِسْتِخْدام', 'هٰذا', 'أَمْر', 'وَ', 'وَجَب', 'أَنَّ', 'عَلِم', 'آخَر', 'وَ', 'نَصَح', 'هُم', 'عَلَى', 'أَنَّ', 'ٱِسْتَفاد', 'مِن', 'هٰذا', 'بَرْنامَج', 'فِي', 'حَياة', 'بِ', 'شَكْل', 'عام', 'وَ', 'لا', 'يدهروا', 'وَقْت', 'هُم', 'عَلَى', 'شَيْء', 'قَدْ', 'ضَرّ', '.']
AR-130-189921	['وسائل', 'التواصل', 'الاجتماعي', 'كثيرة', 'و', 'سهل', 'ه', 'في', 'التوصال', 'مع', 'الناس', 'من', 'جميع', 'انحاح', 'العام', 'في', 'عدت', 'برامج', 'مثل', 'السناب', 'جات', 'و', 'إلفيس', 'بوك', 'و', 'الانستقرام', 'و', 'غيره', '.']	['noun', 'noun', 'adj', 'noun', 'conj', 'noun', 'abbrev', 'prep', 'noun_prop', 'prep', 'noun', 'prep', 'noun', 'noun_prop', 'adj', 'prep', 'verb', 'noun', 'noun', 'noun_prop', 'noun_prop', 'conj', 'noun_prop', 'noun_prop', 'conj', 'noun_prop', 'conj', 'noun', 'punc']	['وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'كَثِير', 'وَ', 'سَهْل', 'ه', 'فِي', 'التوصال', 'مَع', 'ناس', 'مِن', 'جَمِيع', 'انحاح', 'عامّ', 'فِي', 'عاد', 'بَرْنامَج', 'مِثْل', 'السناب', 'غات', 'وَ', 'إِلْفِيس', 'بوك', 'وَ', 'الانستقرام', 'وَ', 'غَيْر', '.']
AR-130-189921	['تأثير', 'وسائل', 'التواصل', 'الاجتماعي', 'على', 'الفرد', 'و', 'المجتمع', 'عالي', 'جدا', 'و', 'في', 'كل', 'سنة', 'تزيد', 'تطورات', 'وسائل', 'التواصل', 'الاجتماعي', 'ف', 'تزيد', 'الأثر', 'على', 'الفرد', 'و', 'المجتمع', '.']	['noun', 'noun', 'noun', 'adj', 'prep', 'noun', 'conj', 'noun', 'adj', 'noun', 'conj', 'prep', 'noun', 'noun', 'verb', 'noun', 'noun', 'noun', 'adj', 'abbrev', 'verb', 'noun', 'prep', 'noun', 'conj', 'noun', 'punc']	['تَأْثِير', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'عَلَى', 'فَرْد', 'وَ', 'مُجْتَمَع', 'عالِي', 'جِدّ', 'وَ', 'فِي', 'كُلّ', 'سَنَة', 'زاد', 'تَطَوُّرات', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'فَ', 'زاد', 'أَثَر', 'عَلَى', 'فَرْد', 'وَ', 'مُجْتَمَع', '.']
AR-130-189921	['وسائل', 'التواصل', 'الاجتماعي', 'سهلت', 'على', 'المجتمع', 'و', 'على', 'الفرد', 'جميع', 'الأشياء', 'الذي', 'يجب', 'القيام', 'ب', 'ها', 'و', 'المجتمع', 'قادر', 'على', 'كسب', 'معلومات', 'و', 'مهارات', 'حياتي', 'ه', 'من', 'الآخرين', 'خلال', 'التواصل', 'معهم', '.']	['noun', 'noun', 'adj', 'verb', 'prep', 'noun', 'conj', 'prep', 'noun', 'noun', 'noun', 'pron_rel', 'verb', 'noun', 'abbrev', 'pron_dem', 'conj', 'noun', 'adj', 'prep', 'noun', 'noun', 'conj', 'noun', 'noun', 'abbrev', 'prep', 'adj', 'prep', 'noun', 'prep', 'punc']	['وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'سَهَّل', 'عَلَى', 'مُجْتَمَع', 'وَ', 'عَلَى', 'فَرْد', 'جَمِيع', 'شَيْء', 'الَّذِي', 'وَجَب', 'قِيام', 'بِ', 'ها', 'وَ', 'مُجْتَمَع', 'قادِر', 'عَلَى', 'كَسْب', 'مَعْلُومَة', 'وَ', 'مَهارَة', 'حَياة', 'ه', 'مِن', 'آخَر', 'خِلالَ', 'تَواصُل', 'مَع', '.']
AR-130-189921	['التواصل', 'الاجتماعي', 'ليس', 'فقط', 'التحدث', 'مع', 'الأصدقاء', 'و', 'التسلية', 'مع', 'هم', 'التواصل', 'الاجتماعي', 'ل', 'ه', 'مجال', 'في', 'توعيت', 'الناس', 'من', 'الخطر', 'و', 'الكثير', 'من', 'الأشياء', 'المهمة', 'في', 'الحياة', '.']	['noun', 'adj', 'verb', 'adv', 'noun', 'prep', 'noun', 'conj', 'noun', 'prep', 'pron', 'noun', 'adj', 'prep', 'abbrev', 'noun', 'prep', 'verb', 'noun', 'prep', 'noun', 'conj', 'noun', 'prep', 'noun', 'noun', 'prep', 'noun', 'punc']	['تَواصُل', 'ٱِجْتِماعِيّ', 'لَيِس', 'فَقَط', 'تَحَدُّث', 'مَع', 'صَدِيق', 'وَ', 'تَسْلِيَة', 'مَع', 'هُم', 'تَواصُل', 'ٱِجْتِماعِيّ', 'لِ', 'ه', 'مَجال', 'فِي', 'تَوَعَّى', 'ناس', 'مِن', 'خَطَر', 'وَ', 'كَثِير', 'مِن', 'شَيْء', 'مُهِمَّة', 'فِي', 'حَياة', '.']
AR-130-189921	['التواصل', 'الاجتماعي', 'عالم', 'ممتلئ', 'من', 'المعلومات', 'الكثيرة', 'و', 'المفيدة', 'و', 'التواصل', 'الاجتماتي', 'سوف', 'يأثر', 'على', 'المجتمع', 'في', 'السنوات', 'القادمة', 'ب', 'شكل', 'كبير', '.']	['noun', 'adj', 'noun', 'noun', 'prep', 'noun', 'noun', 'conj', 'adj', 'conj', 'noun', 'noun_prop', 'part_fut', 'verb', 'prep', 'noun', 'prep', 'noun', 'adj', 'abbrev', 'noun', 'adj', 'punc']	['تَواصُل', 'ٱِجْتِماعِيّ', 'عالَم', 'مُمْتَلِئ', 'مِن', 'مَعْلُومَة', 'كَثِير', 'وَ', 'مُفِيد', 'وَ', 'تَواصُل', 'الاجتماتي', 'سَوْفَ', 'أَثَر', 'عَلَى', 'مُجْتَمَع', 'فِي', 'سَنَة', 'قادِم', 'بِ', 'شَكْل', 'كَبِير', '.']
AR-130-98572	['.']	['punc']	['.']
AR-130-98572	['يتجه', 'العالم', 'في', 'القرن', 'ال٢١', 'إلى', 'استخدام', 'مواقع', 'التواصل', 'الاجتماعي', 'نظرا', 'ل', 'ظهور', 'عدد', 'من', 'المؤثرين', 'الاجتماعيين', 'في', 'ساحة', 'مواقع', 'التواصل', 'الاجتماعي', 'في', 'جميع', 'مختلف', 'أنحاء', 'العالم', 'من', 'شتى', 'المراحل', 'العمرية', 'رغم', 'اختلاف', 'الثقافات', 'و', 'تنوع', 'الطرق', 'و', 'الأساليب', 'التي', 'تربي', 'نا', 'و', 'كبرنا', 'على', 'ها', 'إلى', 'أن', 'ه', 'تجمعنا', 'في', 'ب', 'عض', 'الأحيان', 'مواقع', 'التواصل', 'الاجتماعي', 'ل', 'نتشارك', 'الثقافات', 'و', 'العادات', 'و', 'التقاليد', '،']	['verb', 'noun', 'prep', 'noun', 'digit', 'prep', 'noun', 'noun', 'noun', 'adj', 'noun', 'prep', 'noun', 'noun', 'prep', 'adj', 'adj', 'prep', 'noun', 'noun', 'noun', 'adj', 'prep', 'noun', 'adj', 'noun', 'noun', 'prep', 'noun', 'noun', 'adj', 'noun', 'noun', 'noun', 'conj', 'noun', 'noun', 'conj', 'noun', 'pron_rel', 'adj', 'noun_prop', 'conj', 'verb', 'prep', 'pron_dem', 'prep', 'conj_sub', 'abbrev', 'verb', 'prep', 'abbrev', 'verb', 'noun', 'noun', 'noun', 'adj', 'prep', 'verb', 'noun', 'conj', 'noun', 'conj', 'noun', 'punc']	['ٱِتَّجَه', 'عالَم', 'فِي', 'قَرْن', 'ال٢١', 'إِلَى', 'ٱِسْتِخْدام', 'مَوْقِع', 'تَواصُل', 'ٱِجْتِماعِيّ', 'نَظَر', 'لِ', 'ظُهُور', 'عَدَد', 'مِن', 'مُؤَثِّر', 'ٱِجْتِماعِيّ', 'فِي', 'ساحَة', 'مَوْقِع', 'تَواصُل', 'ٱِجْتِماعِيّ', 'فِي', 'جَمِيع', 'مُخْتَلِف', 'نَحْو', 'عالَم', 'مِن', 'شَتَّى', 'مَرْحَلَة', 'عُمْرِيّ', 'رَغْم', 'ٱِخْتِلاف', 'ثَقافَة', 'وَ', 'تَنَوُّع', 'طَرِيق', 'وَ', 'أُسْلُوب', 'الَّذِي', 'تُرَبِيّ', 'نا', 'وَ', 'كَبَر', 'عَلَى', 'ها', 'إِلَى', 'أَنَّ', 'ه', 'جَمَع', 'فِي', 'بِ', 'عَضّ', 'حِين', 'مَوْقِع', 'تَواصُل', 'ٱِجْتِماعِيّ', 'لِ', 'تَشارَك', 'ثَقافَة', 'وَ', 'عادَة', 'وَ', 'تَقْلِيد', '،']
AR-130-98572	['في', 'منظور', 'الجميع', 'هذه', 'المواقع', 'نعتبر', 'ها', 'سلاح', 'ذو', 'حدين', 'ل', 'تفاوت', 'أعداد', 'النتائج', 'السلبية', 'و', 'الإيجابية', '،']	['prep', 'noun', 'noun', 'pron_dem', 'noun', 'verb', 'pron_dem', 'noun', 'noun', 'verb', 'prep', 'noun', 'noun', 'noun', 'adj', 'conj', 'adj', 'punc']	['فِي', 'مَنْظُور', 'جَمِيع', 'هٰذا', 'مَوْقِع', 'ٱِعْتَبَر', 'ها', 'سِلاح', 'ذُو', 'حَدِي', 'لِ', 'تَفاوُت', 'عَدَد', 'نَتِيجَة', 'سَلْبِيّ', 'وَ', 'إِيجابِيّ', '،']
AR-130-98572	['إلا', 'أن', 'ه', 'هناك', 'أولياء', 'أمور', 'صارمين', 'مع', 'أبناء', 'هم', 'في', 'استخدام', 'تلك', 'المواقع', 'التي', 'قد', 'تكون', 'سبب', 'في', 'فساد', 'عقول', 'هم', 'و', 'ضياع', 'هم', 'أو', 'سبب', 'في', 'نشأت', 'هم', 'ب', 'شكل', 'حضاري', 'و', 'عقلاني', '.']	['part', 'conj_sub', 'abbrev', 'adv', 'noun', 'noun', 'adj', 'prep', 'noun', 'pron', 'prep', 'noun', 'pron_dem', 'noun', 'pron_rel', 'part_verb', 'verb', 'noun', 'prep', 'noun', 'noun', 'pron', 'conj', 'noun', 'pron', 'conj', 'noun', 'prep', 'verb', 'pron', 'abbrev', 'noun', 'adj', 'conj', 'adj', 'punc']	['إِلّا', 'أَنَّ', 'ه', 'هُناكَ', 'وَلِيّ', 'أَمْر', 'صارِم', 'مَع', 'أَبْناء', 'هُم', 'فِي', 'ٱِسْتِخْدام', 'ذٰلِكَ', 'مَوْقِع', 'الَّذِي', 'قَدْ', 'كان', 'سَبَب', 'فِي', 'فَساد', 'عَقْل', 'هُم', 'وَ', 'ضَيْعَة', 'هُم', 'أَو', 'سَبَب', 'فِي', 'نَشَأ', 'هُم', 'بِ', 'شَكْل', 'حَضارِيّ', 'وَ', 'عَقْلانِيّ', '.']
AR-130-98572	['أغلب', 'المشاكل', 'التي', 'نتعرض', 'ل', 'ها', 'في', 'وقت', 'نا', 'الحالي', 'من', 'ورا', 'هذه', 'المواقع', 'التي', 'تفكك', 'العلاقات', 'الأسرية', 'و', 'تجعلنا', 'بعيدين', 'عن', 'هم', '،']	['verb', 'noun', 'pron_rel', 'verb', 'prep', 'pron_dem', 'prep', 'noun', 'noun_prop', 'adj', 'prep', 'noun_prop', 'pron_dem', 'noun', 'pron_rel', 'verb', 'noun', 'noun', 'conj', 'verb', 'adj', 'prep', 'pron', 'punc']	['غَلَب', 'مُشْكِلَة', 'الَّذِي', 'تَعَرَّض', 'لِ', 'ها', 'فِي', 'وَقْت', 'نا', 'حالِيّ', 'مِن', 'ورا', 'هٰذا', 'مَوْقِع', 'الَّذِي', 'فَكَّك', 'عَلاقَة', 'سَرِيّ', 'وَ', 'جَعَل', 'بَعِيد', 'عَن', 'هُم', '،']
AR-130-98572	['ضعف', 'العلاقة', 'بين', 'الأصدقاء', 'ف', 'علاقة', 'الصداقة', 'لم', 'تعد', 'ك', 'السابق', 'بل', 'اختيار', 'الصديق', 'يعتمد', 'على', 'مقدار', 'المتابعين', 'الذي', 'يتابعون', 'ك', 'و', 'عدد', 'اللايكات', 'التي', 'س', 'تحصل', 'على', 'ها', '.']	['noun', 'noun', 'noun', 'noun', 'abbrev', 'noun', 'noun', 'part_neg', 'verb', 'abbrev', 'adj', 'conj', 'noun', 'noun', 'verb', 'prep', 'noun', 'noun', 'pron_rel', 'verb', 'abbrev', 'conj', 'noun', 'noun_prop', 'pron_rel', 'abbrev', 'verb', 'prep', 'pron_dem', 'punc']	['ضُعْف', 'عَلاقَة', 'بَيِّن', 'صَدِيق', 'فَ', 'عَلاقَة', 'صَداقَة', 'لَم', 'عاد', 'كَ', 'سابِق', 'بَل', 'ٱِخْتِيار', 'صَدِيق', 'ٱِعْتَمَد', 'عَلَى', 'مِقْدار', 'مُتابِع', 'الَّذِي', 'تابَع', 'كَ', 'وَ', 'عَدَد', 'اللايكات', 'الَّذِي', 'س', 'حَصَل', 'عَلَى', 'ها', '.']
AR-130-98572	['ل', 'ذلك', 'يجب', 'على', 'نا', 'نحن', 'أن', 'نتحكم', 'ب', 'تلك', 'الوسائل', 'و', 'لا', 'نجعل', 'ها', 'هي', 'من', 'تتح', 'كم', 'ب', 'نا', 'و', 'أن', 'نضع', 'ل', 'ها', 'حد', 'و', 'ل', 'استخدام', 'أيضا', '.']	['prep', 'pron_dem', 'verb', 'prep', 'noun_prop', 'pron', 'conj_sub', 'verb', 'abbrev', 'pron_dem', 'noun', 'conj', 'part_neg', 'verb', 'pron_dem', 'pron', 'prep', 'verb', 'pron_rel', 'abbrev', 'noun_prop', 'conj', 'conj_sub', 'verb', 'prep', 'pron_dem', 'noun', 'conj', 'prep', 'noun', 'noun', 'punc']	['لِ', 'ذٰلِكَ', 'وَجَب', 'عَلَى', 'نا', 'نَحْنُ', 'أَنَّ', 'تَحَكَّم', 'بِ', 'ذٰلِكَ', 'وَسِيلَة', 'وَ', 'لا', 'جَعَل', 'ها', 'هِيَ', 'مِن', 'أَتاح', 'كَم', 'بِ', 'نا', 'وَ', 'أَنَّ', 'وَضَع', 'لِ', 'ها', 'حَدّ', 'وَ', 'لِ', 'ٱِسْتِخْدام', 'أَيْض', '.']
AR-130-192751	['وسائل', 'التواصل', 'الاجتماعي', 'منتشرة', 'كثيرا', 'في', 'هذا', 'العصر', 'الواكب', 'الحديث،']	['noun', 'noun', 'adj', 'adj', 'adv', 'prep', 'pron_dem', 'noun', 'noun_prop', 'noun_prop']	['وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'مُنْتَشِر', 'كَثِير', 'فِي', 'هٰذا', 'عَصْر', 'الواكب', 'الحديث،']
AR-130-192751	['تعدد', 'استخدام', 'و', 'تعتبر', 'سلاح', 'ذو', 'حدين', 'و', 'ل', 'ها', 'تأثير', 'إيجابي', 'و', 'سلبي', 'على', 'الفرد', 'والمجتمع', '.']	['noun', 'noun', 'conj', 'verb', 'noun', 'noun', 'verb', 'conj', 'prep', 'pron_dem', 'noun', 'adj', 'conj', 'adj', 'prep', 'noun', 'noun', 'punc']	['تَعَدُّد', 'ٱِسْتِخْدام', 'وَ', 'ٱِعْتَبَر', 'سِلاح', 'ذُو', 'حَدِي', 'وَ', 'لِ', 'ها', 'تَأْثِير', 'إِيجابِيّ', 'وَ', 'سَلْبِيّ', 'عَلَى', 'فَرْد', 'مُجْتَمَع', '.']
AR-130-192751	['التأثير', 'الإيجابي', 'على', 'الفرد', 'يمكن', 'التواصل', 'الشخصي', 'ل', 'التواصل', 'مع', 'أفراد', 'العائلة', 'و', 'الأصدقاء', '،و', 'مشاركة', 'الأفكار', 'و', 'أيضا', 'في', 'التجارة', '،']	['noun', 'adj', 'prep', 'noun', 'verb', 'noun', 'adj', 'prep', 'noun', 'prep', 'noun', 'noun', 'conj', 'noun', 'noun_prop', 'noun', 'noun', 'conj', 'noun', 'prep', 'noun', 'punc']	['تَأْثِير', 'إِيجابِيّ', 'عَلَى', 'فَرْد', 'أَمْكَن', 'تَواصُل', 'شَخْصِيّ', 'لِ', 'تَواصُل', 'مَع', 'فَرْد', 'عائِلَة', 'وَ', 'صَدِيق', '،و', 'مُشارَكَة', 'فِكْر', 'وَ', 'أَيْض', 'فِي', 'تِجارَة', '،']
AR-130-192751	['أما', 'التأثير', 'الإيجابي', 'ل', 'المجتمع', 'هو', 'معرفة', 'n', 'مايدور', 'حول', 'العالم', 'و', 'رغبات', 'أفراد', 'المجتمع', '.']	['part_focus', 'noun', 'adj', 'prep', 'noun', 'pron', 'noun', 'noun', 'noun_prop', 'noun', 'noun', 'conj', 'noun', 'noun', 'noun', 'punc']	['أَمّا', 'تَأْثِير', 'إِيجابِيّ', 'لِ', 'مُجْتَمَع', 'هُوَ', 'مَعْرِفَة', 'n', 'مايدور', 'حَوْل', 'عالَم', 'وَ', 'رَغْبَة', 'فَرْد', 'مُجْتَمَع', '.']
AR-130-192751	['التأثير', 'السلبي', 'ل', 'الفرد', 'هو', 'الإدمان', 'و', 'الابتزاز', 'و', 'ضياع', 'الوقت', 'و', 'عدم', 'القدرة', 'على', 'السيطرة', 'و', 'التحكم', 'في', 'استخدام', 'التواصل', 'الاجتماعي', 'التأثير', 'السلبي', 'ل', 'المجتمع', 'هو', 'انتشار', 'الشائعات', 'و', 'الاسرار', '.']	['noun', 'adj', 'prep', 'noun', 'pron', 'noun', 'conj', 'noun', 'conj', 'noun', 'noun', 'conj', 'noun', 'noun', 'prep', 'noun', 'conj', 'noun', 'prep', 'noun', 'noun', 'adj', 'noun', 'adj', 'prep', 'noun', 'pron', 'noun', 'adj', 'conj', 'noun', 'punc']	['تَأْثِير', 'سَلْبِيّ', 'لِ', 'فَرْد', 'هُوَ', 'إِدْمان', 'وَ', 'ٱِبْتِزاز', 'وَ', 'ضَيْعَة', 'وَقْت', 'وَ', 'عَدَم', 'قُدْرَة', 'عَلَى', 'سَيْطَرَة', 'وَ', 'تَحَكُّم', 'فِي', 'ٱِسْتِخْدام', 'تَواصُل', 'ٱِجْتِماعِيّ', 'تَأْثِير', 'سَلْبِيّ', 'لِ', 'مُجْتَمَع', 'هُوَ', 'ٱِنْتِشار', 'شائِع', 'وَ', 'سِرّ', '.']
AR-130-192751	['ل', 'آبد', 'n', 'من', 'من', 'مراقبة', 'أنفس', 'نا', 'في', 'استخدام', 'وسائل', 'التواصل', 'الاجتماعي', 'و', 'أخيار', 'الطرق', 'الصحيحة', 'ل', 'كي', 'n', 'ل', 'أنقع', 'في', 'سلبياته', '.']	['prep', 'verb', 'noun', 'prep', 'prep', 'noun', 'noun', 'noun_prop', 'prep', 'noun', 'noun', 'noun', 'adj', 'conj', 'noun', 'noun', 'adj', 'prep', 'conj', 'noun', 'prep', 'verb', 'prep', 'adj', 'punc']	['لِ', 'بَدا', 'n', 'مِن', 'مِن', 'مُراقَبَة', 'نَفْس', 'نا', 'فِي', 'ٱِسْتِخْدام', 'وَسِيلَة', 'تَواصُل', 'ٱِجْتِماعِيّ', 'وَ', 'خَيْر', 'طَرِيق', 'صَحِيح', 'لِ', 'كَي', 'n', 'لِ', 'نَقَع', 'فِي', 'سَلْبِيّ', '.']
AR-130-68830	['التواصل', 'الاجتماعي', 'هو', 'من', 'أبرز', 'و', 'أشهر', 'n', 'التواصل', 'البشري', 'في', 'جميع', 'أنحاء', 'العالم', 'و', 'الأكثر', 'استخداما', 'في', 'وقت', 'نا', 'الحالي,', 'أصبح', 'من', 'السهل', 'التواصل', 'مع', 'أي', 'شخص', 'في', 'أي', 'زمان', 'و', 'مكان', 'ب', 'استخدام', 'الهاتف', 'النقال', 'حيث', 'يوجد', 'في', 'الهاتف', 'تطبيقات', 'عصرية', 'ل', 'التواصل', 'ب', 'الكتابة', 'و', 'القراءة', 'أو', 'ب', 'التسجيل', 'الصوتي', 'من', 'ما', 'أدى', 'ل', 'كثير', 'من', 'الناس', 'n', 'شراء', 'الهاتف', 'و', 'أصبح', 'من', 'أساسيات', 'الإنسان', 'في', 'حياة', 'ه', 'اليومية', '.']	['noun', 'adj', 'pron', 'prep', 'adj', 'conj', 'noun', 'noun', 'noun', 'adj', 'prep', 'noun', 'noun', 'noun', 'conj', 'adj', 'noun', 'prep', 'noun', 'noun_prop', 'noun_prop', 'verb', 'prep', 'noun', 'noun', 'prep', 'pron_interrog', 'noun', 'prep', 'pron_interrog', 'noun', 'conj', 'noun', 'abbrev', 'noun', 'noun', 'noun', 'conj', 'verb', 'prep', 'noun', 'noun', 'adj', 'prep', 'noun', 'abbrev', 'noun', 'conj', 'noun', 'conj', 'abbrev', 'noun', 'adj', 'prep', 'pron_rel', 'verb', 'prep', 'noun', 'prep', 'noun', 'noun', 'noun', 'noun', 'conj', 'verb', 'prep', 'adj', 'noun', 'prep', 'noun', 'abbrev', 'adj', 'punc']	['تَواصُل', 'ٱِجْتِماعِيّ', 'هُوَ', 'مِن', 'أَبْرَز', 'وَ', 'شَهْر', 'n', 'تَواصُل', 'بَشَرِيّ', 'فِي', 'جَمِيع', 'نَحْو', 'عالَم', 'وَ', 'أَكْثَر', 'ٱِسْتِخْدام', 'فِي', 'وَقْت', 'نا', 'الحالي,', 'أَصْبَح', 'مِن', 'سَهْل', 'تَواصُل', 'مَع', 'أَيّ', 'شَخْص', 'فِي', 'أَيّ', 'زَمان', 'وَ', 'مَكان', 'بِ', 'ٱِسْتِخْدام', 'هاتِف', 'نَقّال', 'حَيْثُ', 'وَجَد', 'فِي', 'هاتِف', 'تَطْبِيق', 'عَصْرِيّ', 'لِ', 'تَواصُل', 'بِ', 'كِتابَة', 'وَ', 'قِراءَة', 'أَو', 'بِ', 'تَسْجِيل', 'صَوْتِيّ', 'مِن', 'ما', 'أَدَّى', 'لِ', 'كَثِير', 'مِن', 'ناس', 'n', 'شِراء', 'هاتِف', 'وَ', 'أَصْبَح', 'مِن', 'أَساسِيّ', 'إِنْسان', 'فِي', 'حَياة', 'ه', 'يَوْمِيّ', '.']
AR-130-68830	['أثر', 'التواصل', 'الاجتماعي', 'على', 'الفرد', 'و', 'المجتمع', 'كبير', 'جدا', 'و', 'من', 'نتائج', 'أثار', 'ها', 'على', 'الفرد', 'n', 'أصبح', 'شيئا', 'أساسيا', 'أن', 'يتفقد', 'الفرد', 'عند', 'نهوض', 'ه', 'من', 'النوم', 'الهاتف', 'و', 'حتى', 'أن', 'ينام', '.']	['verb', 'noun', 'adj', 'prep', 'noun', 'conj', 'noun', 'adj', 'noun', 'conj', 'prep', 'noun', 'verb', 'pron_dem', 'prep', 'noun', 'noun', 'verb', 'noun', 'adj', 'conj_sub', 'verb', 'noun', 'noun', 'noun', 'abbrev', 'prep', 'noun', 'noun', 'conj', 'prep', 'conj_sub', 'verb', 'punc']	['أَثَّر', 'تَواصُل', 'ٱِجْتِماعِيّ', 'عَلَى', 'فَرْد', 'وَ', 'مُجْتَمَع', 'كَبِير', 'جِدّ', 'وَ', 'مِن', 'نَتِيجَة', 'أَثار', 'ها', 'عَلَى', 'فَرْد', 'n', 'أَصْبَح', 'شَيْء', 'أَساسِيّ', 'أَنَّ', 'تَفَقَّد', 'فَرْد', 'عِنْد', 'نُهُوض', 'ه', 'مِن', 'نَوْم', 'هاتِف', 'وَ', 'حَتَّى', 'أَنَّ', 'نام', '.']
